9.2257,7,83,1,1,33,47,35,8,15,5,5,6,0,8,10,3,20,9,0,77,10,24,
9.2875,8,56,1,0,33,56,42,7,30,6,7,17,1,7,9,6,20,9,2,76,6,20,
9.3529,6,26,1,1,23,36,29,8,26,6,5,40,1,7,11,7,15,7,3,15,9,15,
9.4184,9,91,1,0,20,42,20,8,21,1,6,41,1,8,12,3,17,11,2,24,0,15,
9.4837,5,89,1,1,34,67,29,9,10,5,11,31,1,8,9,5,14,6,0,77,14,18,
9.5455,8,79,1,0,33,62,40,7,33,9,7,15,1,7,13,7,12,8,4,57,12,20,
9.6108,10,41,1,0,12,34,29,5,34,6,8,44,1,5,15,5,18,6,2,40,15,11,
9.6763,10,75,0,1,12,15,10,6,10,6,10,36,1,8,15,3,20,10,3,13,12,15,
9.7416,6,76,0,1,26,67,26,3,13,7,13,8,1,6,18,0,23,6,5,70,9,19,
9.8033,11,48,1,1,29,55,46,4,28,7,2,3,1,4,15,7,9,9,6,43,14,24,
9.8688,10,48,0,1,12,25,26,3,31,5,10,38,1,6,12,6,16,4,3,21,15,9,
9.9341,9,92,1,1,26,42,7,6,13,5,13,19,1,6,14,0,19,5,1,45,9,23,
9.9996,1,64,0,1,31,65,41,9,8,8,8,30,1,3,12,5,16,6,3,72,15,22,
10.0651,9,27,0,1,19,68,44,4,26,4,8,40,1,6,12,6,15,8,4,32,12,25,
10.1269,8,62,1,1,26,49,12,7,29,6,10,39,1,5,15,4,22,7,2,20,11,23,
10.1923,12,88,1,1,7,21,28,5,27,5,7,41,1,5,15,0,23,12,1,53,13,18,
10.2577,12,69,1,1,24,62,25,8,13,10,7,21,0,6,4,5,17,9,6,66,8,25,
10.3193,10,55,0,1,6,49,41,8,31,6,8,20,1,6,11,7,16,6,4,12,7,24,
10.3848,9,59,1,1,6,23,24,8,18,5,5,43,0,8,15,6,17,12,6,15,14,11,
10.4503,9,84,1,1,31,44,26,10,22,8,9,14,0,8,12,4,22,7,1,58,8,19,
10.5157,3,33,1,1,28,62,43,7,16,9,13,26,0,9,18,5,12,9,4,69,12,27,
10.5812,11,13,1,1,11,24,44,8,29,4,10,28,0,9,12,7,18,7,1,12,3,20,
10.6427,7,37,1,1,4,39,16,4,14,6,9,43,1,7,12,3,13,8,3,25,3,18,
10.7085,9,80,1,1,29,40,21,3,11,7,7,33,1,8,15,0,22,12,1,69,13,18,
