10.568	28	21	1	2	8	43	0	23	5	11	8	13	0	11	11	19	108	12	2	2	19	33
10.6297	27	21	1	2	11	48	26	20	23	14	9	14	0	11	0	19	100	13	2	5	20	27
10.6912	29	20	1	1	12	46	29	16	20	12	10	9	1	11	9	19	104	13	1	4	16	28
10.7565	20	25	0	2	13	52	27	20	17	14	8	19	1	10	9	17	102	11	2	3	18	30
10.8181	25	23	1	2	10	35	16	27	0	14	10	16	1	11	12	17	106	11	2	6	17	40
10.8799	28	24	1	2	12	51	31	17	15	11	13	12	1	10	2	19	92	12	2	1	22	27
10.9456	20	20	1	1	9	44	5	17	13	11	10	15	1	11	9	19	100	13	2	3	19	32
11.0066	26	26	0	2	13	47	27	22	12	12	8	18	1	10	2	16	98	10	2	5	21	31
11.0682	22	26	0	2	10	58	10	19	17	14	8	14	0	10	12	17	104	11	2	5	17	30
11.1299	29	22	1	2	9	51	25	17	22	8	12	16	2	12	4	19	108	13	2	3	23	28
11.195	28	24	1	2	10	43	0	19	19	11	10	11	1	11	8	19	101	11	1	7	17	28
11.2568	26	25	0	2	13	48	17	21	15	12	11	13	1	10	9	17	105	11	2	1	19	31
11.3182	29	25	1	2	11	48	23	20	22	14	7	17	1	11	9	19	98	13	2	0	16	32
11.3834	28	21	1	2	12	46	16	22	21	9	11	18	1	8	7	19	106	13	1	7	22	29
11.4448	27	23	1	1	9	50	25	17	16	11	10	12	1	9	1	19	96	12	1	7	12	31
11.5066	25	25	0	2	12	47	18	19	0	13	8	22	1	11	11	19	107	12	2	3	20	32
11.5717	21	22	0	2	10	51	27	20	15	14	8	16	1	11	9	17	105	11	2	3	18	28
11.6333	29	22	1	2	8	37	7	18	15	9	10	13	1	10	7	19	101	13	2	4	23	33
11.6949	25	28	1	1	12	52	29	19	15	14	10	15	1	12	6	19	98	13	2	8	16	33
11.7602	28	25	1	2	12	42	7	21	13	17	8	16	1	11	10	19	104	13	2	5	15	32
11.8216	20	21	1	2	13	51	29	20	18	14	9	16	0	3	5	16	109	11	2	4	19	28
11.8835	28	20	1	2	12	45	10	21	17	12	8	17	0	11	7	19	105	13	2	5	18	29
11.9486	24	20	1	1	12	50	29	17	18	12	10	16	1	11	10	18	99	13	1	9	19	32
12.0101	27	27	0	2	15	36	23	21	1	14	10	14	1	9	11	17	108	12	2	7	13	32
12.0715	22	25	0	2	12	53	25	20	15	12	11	18	1	8	8	19	103	11	2	4	23	28
12.1367	25	19	1	2	10	51	23	20	16	14	10	19	1	11	6	19	102	12	2	1	16	28
12.1981	25	23	1	1	13	48	29	19	8	8	10	13	1	10	8	18	99	12	1	4	19	31
12.2599	21	23	0	2	11	41	23	23	17	12	8	13	1	10	13	17	100	12	2	7	14	33
12.3214	29	25	1	2	12	53	22	20	14	11	9	19	1	11	5	17	101	13	2	2	23	28
12.3866	19	18	1	2	10	48	8	18	18	13	10	15	1	11	9	19	98	13	2	0	17	32
12.4481	29	24	1	1	11	44	6	19	9	13	9	12	1	9	0	17	101	13	1	4	19	31
12.5098	28	22	1	1	6	41	34	17	19	14	9	14	1	11	7	13	101	13	1	6	14	31
12.5749	29	26	0	2	12	46	15	19	16	13	6	16	2	9	5	16	108	12	2	4	19	31
12.6366	22	20	0	2	5	42	33	20	18	14	8	17	0	11	12	17	99	13	2	6	16	31
12.698	29	23	1	2	10	46	23	21	21	10	7	15	0	11	0	19	105	13	2	1	24	28
12.7634	26	21	1	1	11	48	24	18	18	11	10	10	1	11	11	17	94	14	1	4	18	31
12.8248	26	26	0	2	9	46	24	20	4	12	8	18	1	9	12	17	103	11	2	3	19	34
12.8864	26	25	1	2	11	48	28	20	23	14	8	19	0	11	9	17	97	12	2	2	14	27
12.948	29	24	1	2	8	47	21	20	17	9	9	13	0	10	10	19	104	13	2	3	23	28
13.0132	25	17	1	1	12	42	34	20	21	11	9	15	1	11	4	18	104	13	2	4	9	30
13.0748	26	26	1	1	9	31	29	18	12	10	12	8	1	10	11	19	104	13	1	4	16	32
13.1364	20	22	0	2	12	49	27	20	17	14	7	18	1	9	6	16	104	11	2	5	19	28
13.2016	29	22	1	2	7	48	20	21	17	13	11	13	1	11	8	19	103	13	2	1	16	32
13.2631	25	23	1	1	13	48	30	17	20	9	9	7	1	10	7	18	92	13	2	3	23	28
13.3248	29	23	1	1	10	44	25	18	10	9	10	11	1	11	8	19	101	13	1	5	13	31
13.39	23	24	0	2	13	48	27	20	16	11	7	15	1	10	7	18	100	11	2	4	22	30
13.4515	26	25	1	2	8	42	25	20	16	13	8	14	0	10	14	19	101	9	2	1	20	33
13.5133	26	25	1	2	10	51	27	17	30	14	10	13	1	10	6	12	102	6	2	3	21	28
13.5784	25	22	1	1	14	42	29	18	15	13	10	9	1	11	9	19	105	13	1	4	16	32
13.6399	26	25	0	2	13	50	29	23	10	15	7	14	1	9	6	17	101	11	2	2	20	28
13.7016	26	20	1	2	13	41	16	22	18	14	8	14	0	11	10	17	108	13	2	9	22	29
13.7668	28	24	1	1	13	50	22	18	22	11	10	13	1	6	4	18	107	13	1	7	23	31
13.8284	25	17	1	1	7	38	39	20	14	14	10	8	1	11	11	19	102	13	2	9	18	30
13.89	26	26	0	2	11	47	18	20	19	10	7	15	2	12	6	16	105	11	2	0	21	28
13.9515	27	16	1	2	8	43	25	20	20	11	10	18	1	11	5	17	102	13	2	3	16	29
