8.892,20,26,2,3,17,37,26,21,24,15,19,26,1,1,5,20,17,12,2,19,25,42,,,,,,,
8.9536,28,32,2,2,18,38,37,23,22,16,20,23,1,5,5,16,11,13,2,20,27,39,,,,,,,
9.0153,25,34,2,2,18,27,17,16,29,15,19,24,1,1,3,22,12,11,1,20,21,45,,,,,,,
9.0767,28,32,1,3,18,39,34,23,33,16,18,17,1,2,5,15,1,11,1,19,25,40,,,,,,,
9.145,26,34,2,3,17,39,21,25,32,15,20,27,1,0,5,17,16,12,2,20,25,44,,,,,,,
9.2036,28,28,2,3,17,38,9,22,28,17,20,23,1,4,4,14,13,11,2,18,27,38,,,,,,,
9.2651,28,29,2,3,15,29,23,22,30,13,23,27,1,1,2,16,5,13,2,21,27,39,,,,,,,
9.3303,29,29,2,3,18,39,19,24,39,14,21,19,1,6,5,19,8,11,1,21,27,38,,,,,,,
9.3918,21,23,2,2,18,36,40,26,31,15,21,26,1,0,6,15,6,14,1,23,21,33,,,,,,,
9.4533,25,32,1,3,18,34,6,25,17,15,21,20,1,6,5,21,15,11,1,22,23,43,,,,,,,
9.5148,23,30,1,3,17,31,26,23,31,15,20,27,1,4,6,15,2,10,2,19,27,38,,,,,,,
9.5802,28,29,2,3,16,34,12,25,35,17,19,18,0,3,5,19,10,11,2,19,27,37,,,,,,,
9.6418,26,25,2,3,16,35,32,22,35,13,22,27,0,4,1,18,10,12,2,17,28,40,,,,,,,
9.707,28,29,2,2,14,31,28,22,33,15,22,16,1,3,5,21,10,11,1,21,27,38,,,,,,,
9.7685,25,29,2,3,15,36,31,24,34,15,23,20,1,0,11,16,3,11,2,16,24,37,,,,,,,
9.83,28,32,1,3,15,32,21,23,28,14,17,19,1,1,5,19,10,9,2,20,25,36,,,,,,,
9.8917,23,30,2,3,15,38,37,25,33,15,20,24,0,3,8,16,10,10,2,13,26,38,,,,,,,
9.9569,28,30,2,3,16,42,16,17,34,15,20,25,0,1,4,21,15,11,2,19,24,37,,,,,,,
10.0184,27,27,2,2,18,37,42,24,32,13,22,11,1,3,4,17,4,13,1,20,27,38,,,,,,,
10.0801,28,31,2,2,18,34,18,20,29,15,19,25,1,2,3,21,12,11,1,18,23,37,,,,,,,
10.1453,23,32,1,3,18,38,43,25,30,17,17,21,1,2,10,16,10,12,2,17,24,43,,,,,,,
10.2069,28,28,2,3,15,33,30,25,31,16,22,26,0,1,6,21,12,11,2,19,25,38,,,,,,,
10.2683,27,27,2,3,18,38,44,22,32,16,21,19,1,2,2,17,0,12,2,17,27,38,,,,,,,
